method,file_name,num_rows,depth,branching_limit,time_limit,status,obj_value,gap,solve_time,regret_train,best_found_train,treatment_acc_train,regret_test,best_found_test,treatment_acc_test,prop_pred,ml,randomization,split
Direct,data_train_enc_r0.06_2,3000,4,100.0,14400,9,2327.2890747605866,0.8223055218955398,14411.639057159424,441,85.3,85.43333333333332,192,86.14718614718615,86.65223665223665,tree,lrrf,r0.06,2
Direct,data_train_enc_r0.06_2,3000,4,100.0,14400,9,2414.470685084849,1.588550991227268,14412.346128225328,633,78.9,76.1,295,78.71572871572872,76.11832611832612,tree,lrrf,r0.06,2
Direct,data_train_enc_r0.06_2,3000,4,100.0,14400,9,2227.6344096642165,2.7845241387129747,14410.611152887344,621,79.3,79.46666666666667,265,80.88023088023088,79.94227994227994,tree,lrrf,r0.06,2
Direct,data_train_enc_r0.06_3,3000,1,100.0,14400,2,2326.344147042984,0.0,5.981545925140381,615,79.5,78.5,291,79.004329004329,77.56132756132756,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,1,100.0,14400,2,2227.587674954998,0.0,4.724247694015503,506,83.13333333333334,83.76666666666667,231,83.33333333333334,85.20923520923522,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,1,100.0,14400,2,2318.1330759010807,0.0,3.0813283920288086,497,83.43333333333334,83.8,225,83.76623376623377,84.19913419913419,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,1,100.0,14400,2,2211.4825816493035,0.0,8.434544801712036,501,83.3,84.7,219,84.19913419913419,85.64213564213564,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,1,100.0,14400,2,2091.8644758135374,0.0,6.869359731674194,522,82.6,84.93333333333334,225,83.76623376623377,85.78643578643579,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,2,100.0,14400,2,2361.8735521873205,0.0,204.46618580818176,579,80.7,78.73333333333333,264,80.95238095238095,77.34487734487735,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,2,100.0,14400,2,2298.771184376433,0.0,81.95617151260376,575,80.83333333333333,79.26666666666667,261,81.16883116883116,81.31313131313132,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,2,100.0,14400,2,2345.894730959594,0.0025614111144491,88.29922890663147,491,83.63333333333334,83.26666666666667,220,84.12698412698413,83.54978354978356,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,2,100.0,14400,2,2357.7578621518824,0.0,226.07493782043457,822,72.6,70.3,411,70.34632034632034,68.9033189033189,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,2,100.0,14400,2,2163.8579764134106,0.0,231.9232125282288,577,80.76666666666667,81.43333333333334,271,80.44733044733044,81.45743145743147,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,3,100.0,14400,9,2386.274852597263,1.0445251971857183,14406.390092134476,543,81.89999999999999,79.2,233,83.1890331890332,79.87012987012987,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,3,100.0,14400,9,2341.773379358706,1.1716446246969232,14405.720764160156,515,82.83333333333334,81.0,254,81.67388167388168,81.67388167388168,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,3,100.0,14400,9,2358.475292602713,1.0207997253416192,14406.349719762802,428,85.73333333333333,86.23333333333333,194,86.002886002886,86.2914862914863,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,3,100.0,14400,9,2409.5062062413426,2.1438264789270267,14407.057420492172,668,77.73333333333333,74.33333333333333,324,76.62337662337663,74.89177489177489,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,3,100.0,14400,9,2208.831850294392,2.9138005053675853,14406.7900493145,556,81.46666666666667,82.13333333333334,260,81.24098124098124,82.25108225108225,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,4,100.0,14400,9,2397.609398389891,0.5668436370820206,14414.077402114868,492,83.6,80.10000000000001,221,84.05483405483406,78.86002886002886,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,4,100.0,14400,9,2358.752337628136,0.9789455559038576,14412.645247936249,507,83.1,80.86666666666666,254,81.67388167388168,81.38528138528139,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,4,100.0,14400,9,2365.0670815956146,0.8344267204853517,14413.357548952104,387,87.1,87.6,181,86.94083694083695,87.22943722943724,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,4,100.0,14400,9,2427.342011227396,1.3932864391711188,14413.689467191696,693,76.9,73.16666666666667,340,75.46897546897547,73.01587301587301,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_3,3000,4,100.0,14400,9,2230.817096706881,1.9041669591075996,14414.057809114456,511,82.96666666666667,83.5,230,83.40548340548341,83.98268398268398,tree,lrrf,r0.06,3
Direct,data_train_enc_r0.06_4,3000,1,100.0,14400,2,2356.115995080542,0.0,5.738827466964722,1140,62.0,57.56666666666666,514,62.91486291486292,57.57575757575758,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,1,100.0,14400,2,2176.00732130269,0.0,7.397332191467285,505,83.16666666666667,84.86666666666667,232,83.26118326118326,82.82828282828282,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,1,100.0,14400,2,2302.681379832199,0.0,4.840734004974365,495,83.5,83.76666666666667,227,83.62193362193362,84.27128427128427,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,1,100.0,14400,2,2200.624475359703,0.0,5.956768751144409,488,83.73333333333333,85.63333333333333,232,83.26118326118326,83.62193362193362,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,1,100.0,14400,2,2053.1530989155526,0.0,7.180539131164551,522,82.6,85.53333333333333,225,83.76623376623377,84.48773448773449,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,2,100.0,14400,2,2399.860070979835,0.0,349.1611263751984,791,73.63333333333333,69.86666666666666,364,73.73737373737373,68.83116883116884,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,2,100.0,14400,2,2254.294512221072,0.0,228.35332679748532,714,76.2,75.56666666666668,320,76.91197691197691,75.32467532467533,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,2,100.0,14400,2,2345.652774022643,0.0,170.73756575584412,482,83.93333333333334,83.46666666666667,229,83.47763347763347,83.11688311688312,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,2,100.0,14400,2,2311.5240919678927,0.0,176.9392774105072,703,76.56666666666668,75.13333333333333,318,77.05627705627705,74.3867243867244,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,2,100.0,14400,2,2142.223215429359,0.0,324.93186044692993,719,76.03333333333333,76.23333333333333,323,76.6955266955267,76.98412698412699,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,3,100.0,14400,9,2428.3676020804805,0.7266899074960832,14406.64435315132,570,81.0,76.63333333333333,273,80.3030303030303,75.25252525252525,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,3,100.0,14400,9,2290.579316331253,1.726458397278298,14407.079966783524,464,84.53333333333333,84.23333333333333,212,84.7041847041847,83.26118326118326,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,3,100.0,14400,9,2361.357090952329,1.1486703224557568,14406.344987869265,472,84.26666666666667,83.53333333333333,228,83.54978354978356,83.1890331890332,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,3,100.0,14400,9,2368.415149559135,1.5492278293374928,14406.20263671875,601,79.96666666666667,77.93333333333334,276,80.08658008658008,77.84992784992785,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,3,100.0,14400,9,2180.6685237421843,3.013888357081926,14405.324961185455,642,78.60000000000001,79.13333333333334,289,79.14862914862914,78.86002886002886,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,4,100.0,14400,9,2432.978192895004,0.5358088085112167,14410.522717952728,611,79.63333333333334,75.66666666666667,289,79.14862914862914,74.0981240981241,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,4,100.0,14400,9,2308.64795704324,1.3275845541475428,14410.5666077137,535,82.16666666666667,81.0,237,82.90043290043289,81.16883116883116,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,4,100.0,14400,9,2368.8910185108857,0.8269810809927706,14413.29842710495,387,87.1,87.23333333333333,201,85.4978354978355,85.56998556998558,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,4,100.0,14400,9,2383.1185645816977,1.83547802530238,14410.44969844818,522,82.6,80.9,243,82.46753246753246,80.95238095238095,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_4,3000,4,100.0,14400,9,2203.322974947759,2.1980162241037986,14413.860763788223,583,80.56666666666666,81.3,255,81.6017316017316,81.31313131313132,tree,lrrf,r0.06,4
Direct,data_train_enc_r0.06_5,3000,1,100.0,14400,2,2284.4021773934346,0.0,7.478240966796875,636,78.8,78.43333333333334,270,80.51948051948052,77.7056277056277,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,1,100.0,14400,2,2225.91159716636,0.0,6.26294469833374,526,82.46666666666667,83.36666666666666,211,84.77633477633478,86.07503607503607,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,1,100.0,14400,2,2290.8529967486256,0.0,2.774096727371216,513,82.89999999999999,83.23333333333333,209,84.92063492063492,85.42568542568543,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,1,100.0,14400,2,2286.7916331798733,0.0,5.737361669540405,507,83.1,84.3,213,84.63203463203463,86.5079365079365,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,1,100.0,14400,2,2134.2444302098265,0.0,9.009105682373049,634,78.86666666666666,80.13333333333334,285,79.43722943722943,81.0966810966811,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,2,100.0,14400,2,2350.760379856496,0.0,165.8008942604065,598,80.06666666666666,76.86666666666667,262,81.0966810966811,76.55122655122655,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,2,100.0,14400,2,2310.8131775687725,0.0,112.11522269248962,676,77.46666666666667,75.13333333333333,345,75.10822510822511,73.23232323232324,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,2,100.0,14400,2,2311.1301142387447,0.0,108.00661969184875,507,83.1,82.56666666666666,204,85.28138528138528,85.06493506493507,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,2,100.0,14400,2,2366.233805505254,0.0057072244822735,98.90507292747498,640,78.66666666666666,76.63333333333333,264,80.95238095238095,78.21067821067821,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,2,100.0,14400,2,2214.7680592265315,0.0,98.17843461036682,653,78.23333333333333,78.3,312,77.48917748917748,77.994227994228,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,3,100.0,14400,9,2376.8504697828644,0.8350583375204033,14406.225756645204,592,80.26666666666667,76.06666666666668,265,80.88023088023088,75.32467532467533,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,3,100.0,14400,9,2348.849158556117,1.895490732762745,14406.930557250977,604,79.86666666666666,77.63333333333333,298,78.4992784992785,76.62337662337663,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,3,100.0,14400,9,2328.3386951557977,1.0726922693306329,14405.64554786682,446,85.13333333333334,85.46666666666667,176,87.3015873015873,87.95093795093794,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,3,100.0,14400,9,2426.8457328407785,2.0114105744639037,14406.785763025284,510,83.0,80.93333333333334,219,84.19913419913419,81.8903318903319,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,3,100.0,14400,9,2257.450364192083,3.156663732206689,14406.536118745804,626,79.13333333333334,79.63333333333334,279,79.87012987012987,79.94227994227994,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,4,100.0,14400,9,2383.204661968421,0.5662080159584508,14411.26635146141,564,81.2,76.93333333333334,250,81.96248196248196,76.55122655122655,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,4,100.0,14400,9,2370.3707136636262,1.1043901194320709,14411.050424337389,532,82.26666666666667,80.43333333333334,247,82.17893217893217,80.73593073593074,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,4,100.0,14400,9,2340.1499291616665,0.6365111626444622,14413.660269260406,432,85.6,85.6,180,87.01298701298701,87.66233766233766,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,4,100.0,14400,9,2449.932000315461,1.0501338085418277,14412.983227968216,546,81.8,79.0,235,83.04473304473305,80.59163059163059,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.06_5,3000,4,100.0,14400,9,2275.074318537203,2.357556504280581,14411.167277097702,552,81.6,82.3,245,82.32323232323232,83.26118326118326,tree,lrrf,r0.06,5
Direct,data_train_enc_r0.11_1,3000,1,100.0,14400,2,2568.45161616541,0.0068308969451404,6.787013053894043,1103,63.23333333333333,52.03333333333333,551,60.24531024531024,51.94805194805194,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,1,100.0,14400,2,2373.9469957306446,0.0,7.442261695861816,1087,63.76666666666667,60.43333333333333,501,63.85281385281385,60.3896103896104,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,1,100.0,14400,2,2411.0505973335894,0.0,6.246901273727417,487,83.76666666666667,83.26666666666667,235,83.04473304473305,83.26118326118326,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,1,100.0,14400,2,2048.905971434807,0.0,7.422946453094482,503,83.23333333333333,84.23333333333333,217,84.34343434343434,84.84848484848484,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,1,100.0,14400,2,2165.422110888799,0.0,7.372012615203857,502,83.26666666666667,85.43333333333332,245,82.32323232323232,85.78643578643579,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,2,100.0,14400,2,2571.16390125104,0.0,227.56492352485657,768,74.4,64.06666666666668,387,72.07792207792207,64.79076479076478,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,2,100.0,14400,2,2477.265641845198,0.0086748626214249,76.36627888679504,1029,65.7,61.73333333333333,482,65.22366522366522,61.18326118326118,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,2,100.0,14400,2,2465.564342101044,0.0,120.5262017250061,561,81.3,78.73333333333333,287,79.29292929292929,77.77777777777779,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,2,100.0,14400,2,2168.1696880939744,0.0,341.76726031303406,960,68.0,66.4,457,67.02741702741703,65.22366522366522,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,2,100.0,14400,2,2253.3604360704658,0.0,189.55815267562863,717,76.1,76.13333333333333,325,76.55122655122655,75.68542568542568,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,3,100.0,14400,9,2585.754832092539,0.2449079868985165,14406.552634477615,566,81.13333333333334,70.19999999999999,312,77.48917748917748,69.33621933621934,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,3,100.0,14400,9,2496.935965547572,1.837671936029518,14406.009797096252,1059,64.7,59.96666666666667,500,63.924963924963926,59.01875901875901,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,3,100.0,14400,9,2477.966392789832,0.6597194412817394,14406.505373477936,481,83.96666666666667,81.33333333333333,224,83.83838383838383,82.32323232323232,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,3,100.0,14400,9,2233.594762259203,4.174535617604255,14406.920431375504,705,76.5,75.23333333333333,322,76.76767676767676,74.96392496392497,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,3,100.0,14400,9,2292.17639042238,2.986132012932638,14405.448219299316,622,79.26666666666667,79.76666666666667,282,79.65367965367966,78.78787878787878,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,4,100.0,14400,9,2590.25133528086,0.070889526899486,14412.99359178543,669,77.7,66.56666666666666,352,74.60317460317461,66.3059163059163,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,4,100.0,14400,9,2514.6795070816806,1.4328733754802778,14411.486413955688,983,67.23333333333333,62.9,459,66.88311688311688,62.19336219336219,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,4,100.0,14400,9,2480.577764798042,0.5572035172564297,14412.478962183,461,84.63333333333334,82.0,214,84.55988455988455,83.04473304473305,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,4,100.0,14400,9,2261.6565059398827,2.8970676794282384,14412.122584581375,637,78.76666666666667,77.36666666666666,290,79.07647907647907,78.06637806637806,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_1,3000,4,100.0,14400,9,2316.3604719014584,1.954072216610141,14412.48979139328,537,82.1,82.33333333333334,253,81.74603174603175,81.16883116883116,tree,lrrf,r0.11,1
Direct,data_train_enc_r0.11_2,3000,1,100.0,14400,2,2565.867803304041,0.0,2.7541279792785645,1126,62.46666666666667,52.23333333333333,528,61.90476190476191,51.51515151515152,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,1,100.0,14400,2,2253.0244196351964,0.0,7.214661598205566,1086,63.8,60.43333333333333,502,63.78066378066378,60.3896103896104,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,1,100.0,14400,2,2359.735234433805,0.0,3.748797655105591,488,83.73333333333333,83.33333333333334,234,83.11688311688312,83.11688311688312,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,1,100.0,14400,2,2019.9452200090984,0.0,7.116412162780762,613,79.56666666666666,81.06666666666666,282,79.65367965367966,80.15873015873017,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,1,100.0,14400,2,2145.273772691752,0.0,8.143880844116211,1114,62.866666666666674,61.3,506,63.49206349206349,61.544011544011546,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,2,100.0,14400,2,2567.077191178148,0.0,218.93448972702024,1048,65.06666666666666,54.833333333333336,485,65.007215007215,54.61760461760462,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,2,100.0,14400,2,2364.012531466324,0.0,196.84100699424744,1031,65.63333333333333,61.133333333333326,484,65.07936507936508,61.83261183261183,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,2,100.0,14400,2,2407.6278748039767,0.0,210.03249621391296,552,81.6,79.2,296,78.64357864357865,76.76767676767676,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,2,100.0,14400,2,2085.865748753032,0.0,258.7046489715576,629,79.03333333333333,77.8,289,79.14862914862914,77.63347763347764,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,2,100.0,14400,2,2276.5820059372886,0.0,192.4461793899536,775,74.16666666666667,73.53333333333333,331,76.11832611832612,75.10822510822511,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,3,100.0,14400,9,2576.9812414480766,0.1849247624808351,14407.120191574097,803,73.23333333333333,63.06666666666667,365,73.66522366522366,63.41991341991342,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,3,100.0,14400,9,2397.5076638495398,2.876877393570231,14406.717721700668,989,67.03333333333333,61.8,461,66.73881673881674,62.19336219336219,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,3,100.0,14400,9,2431.397453285502,0.5570086677047723,14404.914651155472,471,84.3,81.16666666666667,257,81.45743145743147,79.58152958152958,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,3,100.0,14400,9,2153.705806549201,4.054549067179418,14405.962358236313,652,78.26666666666667,79.26666666666667,307,77.84992784992785,78.21067821067821,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,3,100.0,14400,9,2302.5363551877053,2.855017218820995,14405.215594053268,714,76.2,76.26666666666667,309,77.7056277056277,76.76767676767676,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,4,100.0,14400,9,2580.266942518328,0.0573497007336988,14411.426468849182,703,76.56666666666668,66.4,319,76.98412698412699,66.73881673881674,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,4,100.0,14400,9,2423.6656795569816,1.787501475403123,14411.891898870468,916,69.46666666666667,64.33333333333333,425,69.33621933621934,64.93506493506493,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,4,100.0,14400,9,2435.296371212069,0.4016586377605941,14410.449187755585,461,84.63333333333334,81.5,248,82.1067821067821,80.08658008658008,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,4,100.0,14400,9,2182.045359447434,2.703129223946572,14411.902693986893,607,79.76666666666667,80.9,271,80.44733044733044,80.37518037518038,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_2,3000,4,100.0,14400,9,2313.8218428343,2.39046991814593,14412.465936660768,737,75.43333333333334,74.43333333333332,326,76.47907647907648,75.25252525252525,tree,lrrf,r0.11,2
Direct,data_train_enc_r0.11_3,3000,1,100.0,14400,2,2542.1129845817627,0.0,4.57931113243103,1146,61.8,52.13333333333333,508,63.34776334776336,51.73160173160173,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,1,100.0,14400,2,2367.617746413496,0.0,6.364750623703003,1085,63.83333333333333,59.96666666666667,503,63.708513708513706,61.3997113997114,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,1,100.0,14400,2,2396.329128903116,0.0,7.994702577590942,503,83.23333333333333,82.83333333333334,219,84.19913419913419,84.19913419913419,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,1,100.0,14400,2,2026.0086081328784,0.0,6.493653535842896,501,83.3,84.1,219,84.19913419913419,85.13708513708514,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,1,100.0,14400,2,2128.47919308112,0.0,8.223241567611694,522,82.6,85.33333333333334,225,83.76623376623377,86.002886002886,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,2,100.0,14400,2,2542.635289249736,0.0,175.11930346488953,1137,62.1,52.43333333333333,502,63.78066378066378,52.16450216450217,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,2,100.0,14400,2,2459.3018471723367,0.0,221.50201654434204,1026,65.8,61.53333333333333,485,65.007215007215,61.61616161616161,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,2,100.0,14400,2,2437.849663990384,0.0,199.8738744258881,585,80.5,78.43333333333334,263,81.02453102453102,78.42712842712842,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,2,100.0,14400,2,2075.64172796429,0.0,351.6888494491577,543,81.89999999999999,84.7,240,82.68398268398268,85.93073593073593,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,2,100.0,14400,2,2237.431998423581,0.0,274.92796540260315,747,75.1,74.86666666666667,359,74.0981240981241,72.22222222222221,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,3,100.0,14400,9,2550.166062135283,0.1325473175406113,14406.9146194458,812,72.93333333333332,63.33333333333333,357,74.24242424242425,62.77056277056276,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,3,100.0,14400,9,2487.233856109762,2.035881557876751,14406.8113386631,972,67.60000000000001,61.9,456,67.09956709956711,63.56421356421357,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,3,100.0,14400,9,2459.823769204728,0.5183973974970122,14405.938776254654,449,85.03333333333333,82.16666666666667,203,85.35353535353535,84.34343434343434,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,3,100.0,14400,9,2141.938389740132,2.9115549221523747,14406.684385299684,505,83.16666666666667,86.1,217,84.34343434343434,87.3015873015873,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,3,100.0,14400,9,2268.8475489408406,3.24363043020596,14405.9112970829,617,79.43333333333334,79.36666666666666,295,78.71572871572872,78.64357864357865,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,4,100.0,14400,9,2551.0744977625864,0.0968901959962698,14414.08852982521,714,76.2,66.60000000000001,315,77.27272727272727,65.80086580086581,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,4,100.0,14400,9,2505.794854159912,1.3559198815103517,14412.124673128128,1021,65.96666666666667,60.66666666666667,497,64.14141414141415,60.31746031746032,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,4,100.0,14400,9,2462.404406426815,0.454697418816315,14413.567308425903,428,85.73333333333333,83.06666666666666,192,86.14718614718615,85.28138528138528,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,4,100.0,14400,9,2170.9832622383265,1.5347350068187655,14412.272695302963,549,81.69999999999999,84.23333333333333,239,82.75613275613276,85.42568542568543,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_3,3000,4,100.0,14400,9,2289.2704716970047,2.400825507393637,14412.819932460783,540,82.0,82.06666666666666,257,81.45743145743147,80.51948051948052,tree,lrrf,r0.11,3
Direct,data_train_enc_r0.11_4,3000,1,100.0,14400,2,2513.7453427245,0.0,4.181887149810791,1151,61.633333333333326,51.56666666666667,503,63.708513708513706,52.95815295815296,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,1,100.0,14400,2,2251.7727298094346,0.0,5.842622756958008,1092,63.6,60.3,496,64.21356421356421,60.67821067821068,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,1,100.0,14400,2,2372.696119388097,0.0087264141182524,5.449305772781372,498,83.39999999999999,83.36666666666666,224,83.83838383838383,83.04473304473305,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,1,100.0,14400,2,2159.031959350048,0.0,5.787631750106812,606,79.80000000000001,80.5,289,79.14862914862914,81.38528138528139,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,1,100.0,14400,2,2082.7342930222776,0.0,7.558769702911377,898,70.06666666666666,69.66666666666667,404,70.85137085137086,69.76911976911977,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,2,100.0,14400,2,2526.5961168844697,0.0,172.58317828178406,803,73.23333333333333,64.03333333333333,352,74.60317460317461,64.86291486291486,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,2,100.0,14400,2,2336.19966459882,0.0,197.55637383461,1034,65.53333333333333,61.7,477,65.5844155844156,61.25541125541125,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,2,100.0,14400,2,2439.2876054299613,0.0,299.5637159347534,567,81.10000000000001,78.73333333333333,281,79.72582972582973,77.77777777777779,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,2,100.0,14400,2,2199.645631808522,0.0,301.515207529068,632,78.93333333333334,77.36666666666666,286,79.36507936507937,78.57142857142857,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,2,100.0,14400,2,2222.650686251532,0.0,201.8894455432892,767,74.43333333333332,73.73333333333333,339,75.54112554112554,74.67532467532467,tree,lrrf,r0.11,4
Direct,data_train_enc_r0.11_4,3000,3,100.0,14400,9,2543.3315873988195,0.2543380698610893,14406.960660219193,606,79.80000000000001,69.86666666666666,272,80.37518037518038,70.05772005772006,tree,lrrf,r0.11,4
