seed,split,randomization,white_realized_outcome_oos,non_white_realized_outcome_oos,realized_outcome_oos,white_dr_outcome,non_white_dr_outcome,dr_outcome,tree_depth,tree,fairness,method
3,5,r0.11,0.7192755498059509,0.7569331158238173,0.7359307359307359,1.5977059192569156,1.2262783812583977,1.4396015972488934,2,"{'branching': ['Weight2', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,1,r0.11,0.6334164588528678,0.7671232876712328,0.6897546897546898,1.4146354686187472,1.4131339210879355,1.4139817949269817,2,"{'branching': ['Weight3', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,2,r0.11,0.6429479034307497,0.7646076794657763,0.6955266955266955,1.393755349538581,1.4444641529938802,1.4155770379588781,2,"{'branching': ['Weight3', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
4,3,r0.11,0.6708701134930644,0.7217537942664418,0.6926406926406926,1.5126018310498666,1.2899068277534904,1.4163233579580823,2,"{'branching': ['Weight3', 'X.2..3', 'Height3'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
4,4,r0.11,0.6825595984943537,0.7164685908319185,0.696969696969697,1.5412344210141884,1.2847616347737707,1.4300107227145815,2,"{'branching': ['Weight3', 'X.2..3', 'Height3'], 'leaves': [{0: 1.6375789613221059e-15, 1: 0.9999999999999979, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
4,5,r0.11,0.6389937106918239,0.7614213197969543,0.6911976911976911,1.4159646421733825,1.5032040317543645,1.4537392978619137,2,"{'branching': ['Weight3', 'X.2..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,1,r0.11,0.6882793017456359,0.7517123287671232,0.715007215007215,1.393620236658712,1.4541994039098722,1.4199923674687132,2,"{'branching': ['Weight2', 'X.1..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,2,r0.11,0.6709021601016518,0.7946577629382304,0.7243867243867244,1.562468540202859,1.3169160103251352,1.4567991015121298,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Height3'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}]}",1.0,IPW
5,3,r0.11,0.6759142496847415,0.8802698145025295,0.7633477633477633,1.5491156210526233,1.310415021888708,1.4459173953473947,2,"{'branching': ['VKORC1.A.G', 'Asian', 'Age5.6'], 'leaves': [{0: 1.6653345369377348e-16, 1: 0.9999999999999998, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,4,r0.11,0.6762860727728983,0.7640067911714771,0.7135642135642135,1.4669868832242616,1.4598205700699036,1.4638790920863463,2,"{'branching': ['Weight2', 'X.1..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
5,5,r0.11,0.6830188679245283,0.7326565143824028,0.7041847041847041,1.461768104251307,1.4882446900647017,1.4732324659085407,2,"{'branching': ['Weight2', 'X.1..3', 'Age3.4'], 'leaves': [{0: 0.0, 1: 1.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 1.0, 1: 0.0, 2: 0.0}, {0: 0.0, 1: 1.0, 2: 0.0}]}",1.0,IPW
