split,randomization,budget,tree_depth,propensity_score_pred,ml,oos_regret,oos_optimal_treatment,oos_avg_outcome,tree
2,0.25,0.14,1,tree,lasso,168.8850144627047,0.5559,0.46443232431553233,"{'branching': ['V1.8'], 'leaves': [{0: 0.3636363636363637, 1: 0.6363636363636365}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.14,1,log,linear,171.16623310470737,0.5308,0.4642042024513319,"{'branching': ['V1.9'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 0.9772727272727273, 1: 0.022727272727272714}]}"
2,0.25,0.14,1,log,lasso,171.07608036179798,0.53,0.4642132177256226,"{'branching': ['V1.9'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.15,1,tree,linear,161.36543174125154,0.5673,0.46518428258767724,"{'branching': ['V1.8'], 'leaves': [{0: 0.31818181818181823, 1: 0.6818181818181818}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.15,1,tree,lasso,161.36543174125148,0.5637,0.46518428258767724,"{'branching': ['V1.8'], 'leaves': [{0: 0.3181818181818182, 1: 0.6818181818181819}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.15,1,log,linear,161.36543174125148,0.5704,0.46518428258767724,"{'branching': ['V1.8'], 'leaves': [{0: 0.3181818181818182, 1: 0.6818181818181819}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.15,1,log,lasso,171.07608036179798,0.53,0.4642132177256226,"{'branching': ['V1.9'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.16,1,tree,linear,153.84584901979818,0.5719,0.4659362408598222,"{'branching': ['V1.8'], 'leaves': [{0: 0.2727272727272727, 1: 0.7272727272727273}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.16,1,tree,lasso,153.84584901979886,0.5781,0.4659362408598222,"{'branching': ['V1.8'], 'leaves': [{0: 0.2727272727272729, 1: 0.7272727272727271}, {0: 0.9999999999999999, 1: 0.0}]}"
2,0.25,0.16,1,log,linear,153.84584901979818,0.5786,0.4659362408598222,"{'branching': ['V1.8'], 'leaves': [{0: 0.2727272727272727, 1: 0.7272727272727273}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.16,1,log,lasso,171.07608036179798,0.53,0.4642132177256226,"{'branching': ['V1.9'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.17,1,tree,linear,146.3262662983449,0.5866,0.46668819913196885,"{'branching': ['V1.8'], 'leaves': [{0: 0.22727272727272727, 1: 0.7727272727272727}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.17,1,tree,lasso,146.3262662983449,0.583,0.46668819913196885,"{'branching': ['V1.8'], 'leaves': [{0: 0.22727272727272727, 1: 0.7727272727272727}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.17,1,log,linear,146.3262662983449,0.5852,0.46668819913196885,"{'branching': ['V1.8'], 'leaves': [{0: 0.22727272727272727, 1: 0.7727272727272727}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.17,1,log,lasso,146.3262662983449,0.5863,0.46668819913196885,"{'branching': ['V1.8'], 'leaves': [{0: 0.22727272727272727, 1: 0.7727272727272727}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.18,1,tree,linear,138.80668357689154,0.592,0.46744015740411377,"{'branching': ['V1.8'], 'leaves': [{0: 0.18181818181818185, 1: 0.8181818181818181}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.18,1,tree,lasso,138.8066835768915,0.5924,0.467440157404114,"{'branching': ['V1.8'], 'leaves': [{0: 0.18181818181818166, 1: 0.8181818181818183}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.18,1,log,linear,138.8066835768916,0.5946,0.46744015740411377,"{'branching': ['V1.8'], 'leaves': [{0: 0.18181818181818182, 1: 0.8181818181818181}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.18,1,log,lasso,138.8066835768915,0.5937,0.467440157404114,"{'branching': ['V1.8'], 'leaves': [{0: 0.18181818181818177, 1: 0.8181818181818182}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.19,1,tree,linear,131.28710085543813,0.6057,0.4681921156762592,"{'branching': ['V1.8'], 'leaves': [{0: 0.13636363636363638, 1: 0.8636363636363636}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.19,1,tree,lasso,131.2871008554382,0.6014,0.4681921156762592,"{'branching': ['V1.8'], 'leaves': [{0: 0.13636363636363646, 1: 0.8636363636363635}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.19,1,log,linear,131.28710085543815,0.6019,0.4681921156762592,"{'branching': ['V1.8'], 'leaves': [{0: 0.13636363636363635, 1: 0.8636363636363636}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.19,1,log,lasso,131.28710085543815,0.6026,0.4681921156762592,"{'branching': ['V1.8'], 'leaves': [{0: 0.13636363636363624, 1: 0.8636363636363638}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.2,1,tree,linear,123.76751813398477,0.6124,0.46894407394840393,"{'branching': ['V1.8'], 'leaves': [{0: 0.09090909090909088, 1: 0.9090909090909092}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.2,1,tree,lasso,123.76751813398472,0.6131,0.46894407394840393,"{'branching': ['V1.8'], 'leaves': [{0: 0.09090909090909105, 1: 0.9090909090909091}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.2,1,log,linear,123.76751813398486,0.6146,0.46894407394840393,"{'branching': ['V1.8'], 'leaves': [{0: 0.09090909090909091, 1: 0.9090909090909091}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.2,1,log,lasso,123.7675181339843,0.6129,0.468944073948404,"{'branching': ['V1.8'], 'leaves': [{0: 0.0909090909090912, 1: 0.9090909090909093}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.21,1,tree,linear,116.24793541253145,0.6217,0.46969603222054923,"{'branching': ['V1.8'], 'leaves': [{0: 0.045454545454545456, 1: 0.9545454545454546}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.21,1,tree,lasso,116.24793541253145,0.6211,0.46969603222054923,"{'branching': ['V1.8'], 'leaves': [{0: 0.04545454545454544, 1: 0.9545454545454546}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.21,1,log,linear,116.24793541253148,0.6213,0.46969603222054923,"{'branching': ['V1.8'], 'leaves': [{0: 0.04545454545454542, 1: 0.9545454545454546}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.21,1,log,lasso,116.24793541253145,0.6225,0.46969603222054923,"{'branching': ['V1.8'], 'leaves': [{0: 0.045454545454545456, 1: 0.9545454545454546}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.22,1,tree,linear,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.22,1,tree,lasso,108.72835269107581,0.6312,0.47044799049269515,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0000000000000007, 1: 0.0}]}"
2,0.25,0.22,1,log,linear,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.22,1,log,lasso,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.23,1,tree,linear,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.23,1,tree,lasso,114.96497994686409,0.6521,0.4698243277671156,"{'branching': ['V1.7'], 'leaves': [{0: 0.24342105263157898, 1: 0.756578947368421}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.23,1,log,linear,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.23,1,log,lasso,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.24,1,tree,linear,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.24,1,tree,lasso,108.04349331137763,0.6668,0.4705164764306625,"{'branching': ['V1.7'], 'leaves': [{0: 0.2105263157894737, 1: 0.7894736842105263}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.24,1,log,linear,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.24,1,log,lasso,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.25,1,tree,linear,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.25,1,tree,lasso,101.12200667589116,0.6787,0.4712086250942125,"{'branching': ['V1.7'], 'leaves': [{0: 0.17763157894736842, 1: 0.8223684210526316}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.25,1,log,linear,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.25,1,log,lasso,108.72835269107813,0.6312,0.470447990492695,"{'branching': ['V1.8'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.26,1,tree,linear,94.20052004040485,0.6854,0.471900773757763,"{'branching': ['V1.7'], 'leaves': [{0: 0.14473684210526316, 1: 0.8552631578947368}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.26,1,tree,lasso,94.20052004040485,0.6862,0.471900773757763,"{'branching': ['V1.7'], 'leaves': [{0: 0.14473684210526316, 1: 0.8552631578947368}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.26,1,log,linear,94.20052004040485,0.6862,0.471900773757763,"{'branching': ['V1.7'], 'leaves': [{0: 0.14473684210526316, 1: 0.8552631578947368}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.26,1,log,lasso,94.20052004040485,0.6861,0.471900773757763,"{'branching': ['V1.7'], 'leaves': [{0: 0.14473684210526316, 1: 0.8552631578947368}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.27,1,tree,linear,87.27903340491835,0.6984,0.4725929224213107,"{'branching': ['V1.7'], 'leaves': [{0: 0.1118421052631579, 1: 0.8881578947368421}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.27,1,tree,lasso,87.27903340491835,0.6998,0.4725929224213107,"{'branching': ['V1.7'], 'leaves': [{0: 0.1118421052631579, 1: 0.8881578947368421}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.27,1,log,linear,87.27903340491858,0.6933,0.47259292242131057,"{'branching': ['V1.7'], 'leaves': [{0: 0.11184210526315787, 1: 0.888157894736842}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.27,1,log,lasso,87.27903340491838,0.6966,0.4725929224213107,"{'branching': ['V1.7'], 'leaves': [{0: 0.11184210526315788, 1: 0.8881578947368421}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.28,1,tree,linear,80.35754676943202,0.7068,0.47328507108485984,"{'branching': ['V1.7'], 'leaves': [{0: 0.07894736842105264, 1: 0.9210526315789473}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.28,1,tree,lasso,80.35754676943199,0.7064,0.47328507108485984,"{'branching': ['V1.7'], 'leaves': [{0: 0.07894736842105267, 1: 0.9210526315789473}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.28,1,log,linear,80.35754676943209,0.706,0.47328507108485984,"{'branching': ['V1.7'], 'leaves': [{0: 0.07894736842105324, 1: 0.9210526315789468}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.28,1,log,lasso,80.35754676943205,0.7069,0.47328507108485984,"{'branching': ['V1.7'], 'leaves': [{0: 0.07894736842105263, 1: 0.9210526315789473}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.29,1,tree,linear,73.43606013394562,0.718,0.47397721974840723,"{'branching': ['V1.7'], 'leaves': [{0: 0.04605263157894732, 1: 0.9539473684210527}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.29,1,tree,lasso,73.43606013394555,0.7166,0.47397721974840723,"{'branching': ['V1.7'], 'leaves': [{0: 0.046052631578947234, 1: 0.9539473684210528}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.29,1,log,linear,73.43606013394594,0.7183,0.4739772197484072,"{'branching': ['V1.7'], 'leaves': [{0: 0.04605263157894901, 1: 0.953947368421051}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.29,1,log,lasso,73.43606013394555,0.7168,0.47397721974840723,"{'branching': ['V1.7'], 'leaves': [{0: 0.046052631578947366, 1: 0.9539473684210527}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.3,1,tree,linear,66.51457349845927,0.7244,0.4746693684119577,"{'branching': ['V1.7'], 'leaves': [{0: 0.013157894736842089, 1: 0.9868421052631579}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.3,1,tree,lasso,66.51457349845924,0.7272,0.4746693684119577,"{'branching': ['V1.7'], 'leaves': [{0: 0.013157894736842106, 1: 0.9868421052631579}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.3,1,log,linear,66.51457349845924,0.7263,0.4746693684119577,"{'branching': ['V1.7'], 'leaves': [{0: 0.013157894736842106, 1: 0.9868421052631579}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.3,1,log,lasso,66.51457349845916,0.7268,0.47466936841195784,"{'branching': ['V1.7'], 'leaves': [{0: 0.013157894736842035, 1: 0.986842105263158}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.31,1,tree,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.31,1,tree,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.31,1,log,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.31,1,log,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.32,1,tree,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.32,1,tree,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.32,1,log,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.32,1,log,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.33,1,tree,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.33,1,tree,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.33,1,log,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.33,1,log,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.34,1,tree,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.34,1,tree,lasso,73.40774074015232,0.7525,0.47398005168778756,"{'branching': ['V1.6'], 'leaves': [{0: 0.16666666666666669, 1: 0.8333333333333333}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.34,1,log,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.34,1,log,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.35,1,tree,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.35,1,tree,lasso,67.50328686300803,0.7648,0.47457049707549975,"{'branching': ['V1.6'], 'leaves': [{0: 0.14215686274509826, 1: 0.8578431372549018}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.35,1,log,linear,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.35,1,log,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.36,1,tree,linear,61.598832985864064,0.7713,0.4751609424632156,"{'branching': ['V1.6'], 'leaves': [{0: 0.11764705882352941, 1: 0.8823529411764706}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.36,1,tree,lasso,61.598832985864064,0.7731,0.4751609424632156,"{'branching': ['V1.6'], 'leaves': [{0: 0.11764705882352941, 1: 0.8823529411764706}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.36,1,log,linear,61.598832985864064,0.7724,0.4751609424632156,"{'branching': ['V1.6'], 'leaves': [{0: 0.11764705882352941, 1: 0.8823529411764706}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.36,1,log,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.37,1,tree,linear,55.69437910871995,0.7831,0.4757513878509297,"{'branching': ['V1.6'], 'leaves': [{0: 0.09313725490196076, 1: 0.9068627450980392}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.37,1,tree,lasso,55.69437910871989,0.7809,0.4757513878509297,"{'branching': ['V1.6'], 'leaves': [{0: 0.09313725490196079, 1: 0.9068627450980392}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.37,1,log,linear,55.69437910871989,0.7852,0.4757513878509297,"{'branching': ['V1.6'], 'leaves': [{0: 0.09313725490196079, 1: 0.9068627450980392}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.37,1,log,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.38,1,tree,linear,49.78992523157574,0.7922,0.4763418332386444,"{'branching': ['V1.6'], 'leaves': [{0: 0.06862745098039216, 1: 0.9313725490196079}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.38,1,tree,lasso,49.78992523157574,0.7926,0.4763418332386444,"{'branching': ['V1.6'], 'leaves': [{0: 0.06862745098039216, 1: 0.9313725490196079}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.38,1,log,linear,49.78992523157574,0.7881,0.4763418332386444,"{'branching': ['V1.6'], 'leaves': [{0: 0.06862745098039216, 1: 0.9313725490196079}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.38,1,log,lasso,63.745978844264606,0.7306,0.47494622787737645,"{'branching': ['V1.7'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.39,1,tree,linear,43.8854713544316,0.8011,0.4769322786263574,"{'branching': ['V1.6'], 'leaves': [{0: 0.044117647058823525, 1: 0.9558823529411765}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.39,1,tree,lasso,43.88547135443159,0.8012,0.4769322786263574,"{'branching': ['V1.6'], 'leaves': [{0: 0.04411764705882353, 1: 0.9558823529411765}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.39,1,log,linear,43.88547135443159,0.7995,0.4769322786263574,"{'branching': ['V1.6'], 'leaves': [{0: 0.04411764705882353, 1: 0.9558823529411765}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.39,1,log,lasso,43.885471354431616,0.8033,0.4769322786263574,"{'branching': ['V1.6'], 'leaves': [{0: 0.04411764705882352, 1: 0.9558823529411765}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.4,1,tree,linear,37.981017477287686,0.8103,0.4775227240140737,"{'branching': ['V1.6'], 'leaves': [{0: 0.0196078431372549, 1: 0.9803921568627451}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.4,1,tree,lasso,37.98101747728757,0.8112,0.4775227240140737,"{'branching': ['V1.6'], 'leaves': [{0: 0.019607843137254832, 1: 0.9803921568627452}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.4,1,log,linear,37.981017477287686,0.8113,0.4775227240140737,"{'branching': ['V1.6'], 'leaves': [{0: 0.0196078431372549, 1: 0.9803921568627451}, {0: 1.0, 1: 0.0}]}"
2,0.25,0.4,1,log,lasso,37.981017477287686,0.8122,0.4775227240140737,"{'branching': ['V1.6'], 'leaves': [{0: 0.0196078431372549, 1: 0.9803921568627451}, {0: 1.0, 1: 0.0}]}"
2,0.25,1.0,1,tree,linear,15.208549459051529,0.8823,0.4797999708158987,"{'branching': ['V1.4'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,1.0,1,tree,lasso,15.208549459051572,0.8823,0.4797999708158987,"{'branching': ['V1.4'], 'leaves': [{0: 2.220446049250313e-16, 1: 0.9999999999999998}, {0: 1.0, 1: 0.0}]}"
2,0.25,1.0,1,log,linear,15.208549459051529,0.8823,0.4797999708158987,"{'branching': ['V1.4'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
2,0.25,1.0,1,log,lasso,33.257454375572316,0.8192,0.4779950803242461,"{'branching': ['V1.6'], 'leaves': [{0: 0.0, 1: 1.0}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.05,1,tree,linear,186.02830024913624,0.5493,0.5046474734392269,"{'branching': ['V1.9'], 'leaves': [{0: 0.5283018867924527, 1: 0.4716981132075471}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.05,1,tree,lasso,186.028300249136,0.5482,0.5046474734392269,"{'branching': ['V1.9'], 'leaves': [{0: 0.5283018867924532, 1: 0.471698113207547}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.05,1,log,linear,186.028300249136,0.5508,0.5046474734392269,"{'branching': ['V1.9'], 'leaves': [{0: 0.5283018867924533, 1: 0.47169811320754695}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.05,1,log,lasso,186.02830024913612,0.5512,0.5046474734392269,"{'branching': ['V1.9'], 'leaves': [{0: 0.5283018867924528, 1: 0.4716981132075472}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.06,1,tree,linear,178.75373602764452,0.5596,0.5053749298613767,"{'branching': ['V1.9'], 'leaves': [{0: 0.4339622641509434, 1: 0.5660377358490566}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.06,1,tree,lasso,178.75373602764452,0.5579,0.5053749298613767,"{'branching': ['V1.9'], 'leaves': [{0: 0.4339622641509434, 1: 0.5660377358490566}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.06,1,log,linear,178.75373602764452,0.5576,0.5053749298613767,"{'branching': ['V1.9'], 'leaves': [{0: 0.4339622641509434, 1: 0.5660377358490566}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.06,1,log,lasso,178.75373602764452,0.5579,0.5053749298613767,"{'branching': ['V1.9'], 'leaves': [{0: 0.4339622641509434, 1: 0.5660377358490566}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.07,1,tree,linear,171.47917180615298,0.567,0.5061023862835254,"{'branching': ['V1.9'], 'leaves': [{0: 0.3396226415094339, 1: 0.6603773584905661}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.07,1,tree,lasso,171.47917180615298,0.5659,0.5061023862835254,"{'branching': ['V1.9'], 'leaves': [{0: 0.3396226415094339, 1: 0.6603773584905661}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.07,1,log,linear,171.47917180615298,0.5672,0.5061023862835254,"{'branching': ['V1.9'], 'leaves': [{0: 0.3396226415094341, 1: 0.6603773584905659}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.07,1,log,lasso,171.47917180615298,0.5645,0.5061023862835254,"{'branching': ['V1.9'], 'leaves': [{0: 0.3396226415094339, 1: 0.6603773584905661}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.08,1,tree,linear,164.2046075846614,0.5762,0.5068298427056744,"{'branching': ['V1.9'], 'leaves': [{0: 0.24528301886792447, 1: 0.7547169811320755}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.08,1,tree,lasso,164.20460758466845,0.5768,0.5068298427056739,"{'branching': ['V1.9'], 'leaves': [{0: 0.2452830188679881, 1: 0.7547169811320117}, {0: 0.999999999999979, 1: 2.0872192862953378e-14}]}"
3,0.25,0.08,1,log,linear,164.2046075846614,0.5766,0.5068298427056744,"{'branching': ['V1.9'], 'leaves': [{0: 0.24528301886792453, 1: 0.7547169811320755}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.08,1,log,lasso,164.20460758465418,0.5778,0.5068298427056753,"{'branching': ['V1.9'], 'leaves': [{0: 0.24528301886792128, 1: 0.7547169811320787}, {0: 1.0000000000000016, 1: 0.0}]}"
3,0.25,0.09,1,tree,linear,156.93004336316986,0.5854,0.5075572991278244,"{'branching': ['V1.9'], 'leaves': [{0: 0.15094339622641506, 1: 0.8490566037735849}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.09,1,tree,lasso,156.93004336316986,0.5827,0.5075572991278244,"{'branching': ['V1.9'], 'leaves': [{0: 0.1509433962264151, 1: 0.8490566037735849}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.09,1,log,linear,156.93004336316986,0.5846,0.5075572991278244,"{'branching': ['V1.9'], 'leaves': [{0: 0.15094339622641506, 1: 0.8490566037735849}, {0: 1.0, 1: 0.0}]}"
3,0.25,0.09,1,log,lasso,156.9300433631678,0.584,0.5075572991278247,"{'branching': ['V1.9'], 'leaves': [{0: 0.1509433962264141, 1: 0.8490566037735859}, {0: 1.0000000000000004, 1: 0.0}]}"
3,0.25,0.1,1,tree,linear,149.65547914167828,0.5942,0.5082847555499725,"{'branching': ['V1.9'], 'leaves': [{0: 0.05660377358490566, 1: 0.9433962264150944}, {0: 1.0, 1: 0.0}]}"
