"V1.1","V1.2","V1.3","V1.4","V2.1","V3.1","V3.2","V3.3","V3.4","V4.1","V5.1","V5.2","V5.3","V5.4","V6.1","V7.1","V7.2","V7.3","V7.4","V8.1","V9.1","V9.2","V9.3","V9.4","V10.1","V11.1","V11.2","V11.3","V11.4","V12.1","V13.1","V13.2","V13.3","V13.4","V14.1","V15.1","V15.2","V15.3","V15.4","V16.1","V17.1","V17.2","V17.3","V17.4","V18.1","V19.1","V19.2","V19.3","V19.4","V20.1","y0","y1","t.1","y","prop_score_t"
"0",0,0,1,"1","1",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"0","1",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"0",0.276271309100597,0.475916006911844,0,0.281537584655715,0.8937655802856
"0",0,0,1,"1","0",0,0,1,"0","0",0,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",1,1,1,"0","0",0,0,1,"1",0.681883397596368,0.611945521668577,1,0.765904711911872,0.982980094607297
"0",0,0,1,"1","0",0,1,1,"0","0",0,1,1,"1","0",0,1,1,"0","0",0,1,1,"1","0",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"1",0.45802635743248,0.639029214037014,1,0.559596044447726,0.832116353037184
"0",0,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","0",0,0,1,"1","0",0,0,1,"0","1",1,1,1,"0","0",0,1,1,"0","0",0,1,1,"1","0",0,0,1,"1",0.451835539804057,0.405492692868681,0,0.375045612990981,0.537974343718117
"1",1,1,1,"1","0",0,1,1,"1","0",1,1,1,"1","0",0,1,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",1,1,1,"1","1",1,1,1,"1","1",1,1,1,"1","1",1,1,1,"0",0.533795273337789,0.479046165603041,1,0.615902371112769,0.920448869294646
"0",1,1,1,"1","1",1,1,1,"0","1",1,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",0,0,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"1",0.272671091849251,0.244704379273362,0,0.260934796377497,0.963685596750424
"1",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"0","1",1,1,1,"0","0",0,1,1,"1","1",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"1",0.334525520315046,0.300214662451452,0,0.351135741884793,0.814004464410177
"0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"0","1",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"1","0",0,0,1,"1",0.465542616238631,0.417793892852247,1,0.320781159920719,0.689664544134215
"0",1,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"0",0.292426111423819,0.26243321062744,0,0.441288560380179,0.950509536132374
"0",0,1,1,"0","0",0,0,1,"1","0",0,1,1,"1","0",0,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",0,0,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",0,1,1,"0",0.591962691544096,0.531247599460862,1,0.501642311771269,0.911440768522792
"1",1,1,1,"0","0",0,1,1,"1","1",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",0,0,1,"1","0",0,0,1,"0","0",0,1,1,"1","0",1,1,1,"1","1",1,1,1,"1",0.382874125254419,0.343604356900482,0,0.49632950212891,0.755030045518655
"0",0,1,1,"0","1",1,1,1,"0","0",0,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"0","0",0,0,1,"1",0.457371182319801,0.410460568108068,1,0.315447819456157,0.491842980037994
"0",1,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","0",0,1,1,"0","1",1,1,1,"0","0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"1","1",1,1,1,"1",0.399220944552471,0.35827455256477,1,0.212625070004478,0.554624931030597
"0",0,0,1,"0","0",1,1,1,"1","0",0,0,1,"0","0",1,1,1,"1","0",1,1,1,"0","0",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",0,1,1,"1","0",0,0,1,"0",0.516960165282169,0.691918432216574,1,0.684352636797479,0.943602028189253
"0",0,0,1,"1","0",0,1,1,"1","0",0,1,1,"0","1",1,1,1,"1","0",0,1,1,"0","1",1,1,1,"0","0",0,0,1,"1","0",0,1,1,"0","0",0,0,1,"1","0",1,1,1,"1",0.556528322515774,0.499447582747639,1,0.33223918363813,0.870967706158644
"0",0,0,1,"1","0",1,1,1,"0","1",1,1,1,"0","1",1,1,1,"0","0",1,1,1,"0","1",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"1","0",0,1,1,"0","1",1,1,1,"1",0.351202098987765,0.315180795475804,0,0.310540368327263,0.90632440988926
"0",0,1,1,"0","0",0,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"1","1",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"1",0.490275206375095,0.439989766555324,1,0.277490630813701,0.640516473294358
"0",0,0,1,"0","0",0,0,1,"0","0",0,0,1,"1","0",0,1,1,"1","0",0,0,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",0,1,1,"1","0",1,1,1,"1","1",1,1,1,"0",0.680011122978362,0.838245947621225,1,0.787047485235218,0.995075551491829
"0",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","0",0,0,1,"1","0",0,0,1,"1","1",1,1,1,"0","0",0,0,1,"0",0.36532642708447,0.327856451395605,0,0.422494673166317,0.776350531981407
"0",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"1","0",1,1,1,"0","0",1,1,1,"0","1",1,1,1,"0","1",1,1,1,"1","0",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"1",0.417312800149764,0.374510803587252,1,0.277229583903577,0.571106380087896
"0",0,0,1,"1","1",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",0,1,1,"1","0",0,0,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",0,0,1,"0","1",1,1,1,"0",0.519163811171818,0.693896059532721,1,0.652178308338429,0.919003409110441
"0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"0","0",0,1,1,"1","0",0,1,1,"0","0",0,1,1,"1","0",0,1,1,"0","0",0,1,1,"1","0",0,1,1,"1","1",1,1,1,"1",0.542655384484086,0.486997532884565,1,0.40772973717328,0.853167243810602
"0",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",0,0,1,"1","0",0,0,1,"0","1",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"1",0.552526049742863,0.495855806047235,1,0.55192014985872,0.844962316927715
"0",1,1,1,"0","0",0,0,1,"1","0",0,1,1,"1","1",1,1,1,"1","1",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"0","0",0,0,1,"0",0.409317576988779,0.367335616413973,0,0.36858110653674,0.662928785574314
"0",1,1,1,"1","1",1,1,1,"1","0",0,1,1,"1","0",1,1,1,"0","1",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"1","1",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"0",0.323257490450106,0.290102346418851,0,0.397695580950336,0.837291042537218
"0",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"1","0",1,1,1,"0",0.405093753794129,0.363545012774998,1,0.359284693063364,0.330468356117249
"0",0,1,1,"0","1",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"0",0.579639373038023,0.520188231248541,1,0.626884012073885,0.874791883203935
"0",1,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"0","0",0,1,1,"1","0",0,1,1,"0","0",0,1,1,"1","1",1,1,1,"1","0",1,1,1,"1","0",0,0,1,"1",0.378172876109009,0.339385294857143,1,0.399106176042562,0.202924855503669
"0",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","0",1,1,1,"0","1",1,1,1,"0","1",1,1,1,"0","0",0,1,1,"1","0",1,1,1,"0","0",0,0,1,"0",0.412826582528924,0.370484718200835,1,0.11655091005655,0.620789568038189
"0",0,0,1,"0","0",0,0,1,"1","0",0,1,1,"0","0",0,0,1,"1","0",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"0","0",1,1,1,"0",0.612451547508279,0.777615670068668,1,0.760797980639727,0.987061324444006
"0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"1","0",0,0,1,"1","1",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"0","0",0,0,1,"1","0",0,0,1,"1","1",1,1,1,"1",0.555616386694025,0.498629180299162,1,0.365062831572127,0.897931701148561
"0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"0","1",1,1,1,"0","0",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"1",0.403997625439492,0.362561309637249,0,0.298494477094888,0.722162285565961
"0",1,1,1,"0","0",0,1,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",1,1,1,"0","0",0,0,1,"1","0",0,0,1,"1","0",0,0,1,"0","1",1,1,1,"1","1",1,1,1,"1",0.6724406703078,0.603471294701114,1,0.699285811559055,0.98781410685292
"0",0,0,1,"1","1",1,1,1,"0","0",0,0,1,"1","0",0,1,1,"0","0",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"0","0",0,1,1,"0",0.486124322886093,0.43626462150704,0,0.343108123605916,0.33728550774414
"0",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",0,0,1,"1","0",0,0,1,"1","0",0,0,1,"1","0",0,0,1,"1","1",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"0",0.650940726914245,0.584176508932474,1,0.654678851414842,0.935699922091123
"0",1,1,1,"0","0",0,0,1,"1","0",0,0,1,"0","0",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"0",0.608676303150318,0.546246967108451,1,0.390913743904109,0.935627405750202
"1",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","0",0,1,1,"1","0",0,0,1,"1",0.533895192469031,0.479135836454551,1,0.503386891588302,0.856411511314644
"0",1,1,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",0,0,1,"0","1",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"1",0.621333124613824,0.557605632300262,1,0.396861741376299,0.941580065090866
"0",0,1,1,"1","0",0,0,1,"0","1",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"1",0.477996064222189,0.428970043715773,0,0.242714528275923,0.347237978209359
"0",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",0,0,1,"0","0",0,1,1,"1","1",1,1,1,"0","1",1,1,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"1",0.505277882303665,0.453453681910787,1,0.409469562953255,0.884791277047048
"0",0,1,1,"1","0",0,0,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",0,1,1,"0","0",0,1,1,"0","0",1,1,1,"0","0",0,1,1,"0","0",0,1,1,"0","0",0,1,1,"1",0.718811638721916,0.645086190380463,1,0.747934173041336,0.99424486576193
"1",1,1,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",1,1,1,"1","0",1,1,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"0","1",1,1,1,"0","0",0,0,1,"1",0.562335566882944,0.504659202793312,1,0.489417087900453,0.962279215230918
"0",0,1,1,"0","0",0,1,1,"1","0",0,0,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"1","0",0,0,1,"0","0",1,1,1,"0","1",1,1,1,"1",0.521950579023084,0.468416331137255,1,0.399739982397548,0.777157446805995
"1",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","0",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"1",0.365517517215493,0.328027942225748,0,0.331465776355431,0.672899128316559
"0",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"0","0",0,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,0,1,"0","1",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"1",0.598076344195778,0.536734200798307,1,0.591551866590604,0.880647361530305
"0",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"0","0",0,1,1,"0","0",0,0,1,"1","1",1,1,1,"1","1",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"1",0.4446516158105,0.399045593362576,1,0.294143146214979,0.64964779326257
"0",1,1,1,"1","0",1,1,1,"0","1",1,1,1,"1","0",0,1,1,"0","0",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"0","0",1,1,1,"1",0.364707822301261,0.327301294270352,0,0.27970079718873,0.808508055214197
"0",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",0,1,1,"1","0",0,0,1,"1","0",0,1,1,"0","0",0,0,1,"1",0.483879961816837,0.43425045499385,1,0.336961194399529,0.762682741154329
"1",1,1,1,"0","0",0,0,1,"1","0",0,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"0",0.431865898674409,0.387571252778347,0,0.429774730973185,0.502835400244267
"0",0,0,1,"1","0",0,0,1,"0","0",1,1,1,"1","1",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","1",1,1,1,"1","0",0,0,1,"0",0.445292028231342,0.627600990746113,1,0.449745152457277,0.799025702494957
"1",1,1,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"0","0",1,1,1,"0",0.383477438265986,0.344145790665982,1,0.424957053552853,0.36961578846441
"0",1,1,1,"0","0",1,1,1,"0","0",0,1,1,"1","1",1,1,1,"1","1",1,1,1,"1","0",1,1,1,"0","1",1,1,1,"1","0",0,0,1,"0","0",0,1,1,"0","0",0,0,1,"1",0.307504075422443,0.275964692076267,0,0.135142530132303,0.834756487419075
"1",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","0",0,1,1,"1","0",0,1,1,"0","0",1,1,1,"1",0.552792462787495,0.496094894240541,1,0.632742330799349,0.952917883435412
"1",1,1,1,"0","1",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","1",1,1,1,"0","0",0,0,1,"1",0.488341067882484,0.438254004410341,0,0.472224030256003,0.119921769815837
"0",0,0,1,"1","1",1,1,1,"1","0",0,1,1,"1","0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"0","1",1,1,1,"0","0",0,1,1,"1","0",0,1,1,"1",0.400398263214453,0.587311788002994,0,0.608982404582511,0.529093101755116
"0",0,1,1,"0","1",1,1,1,"1","1",1,1,1,"1","0",0,0,1,"0","1",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"0","0",0,1,1,"0","1",1,1,1,"0","1",1,1,1,"1",0.400152319442394,0.35911040029899,1,0.418061644069763,0.427555803478665
"1",1,1,1,"1","0",0,0,1,"1","1",1,1,1,"0","0",0,0,1,"1","0",0,1,1,"0","0",0,1,1,"1","0",0,0,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"1",0.543774540292101,0.488001901647873,1,0.536428119362741,0.911826669980921
"1",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",0,0,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"0","1",1,1,1,"1","0",0,1,1,"1","0",1,1,1,"0",0.598151549871681,0.536801692948336,1,0.608902617670293,0.966809720169405
"0",0,1,1,"1","0",0,0,1,"0","0",1,1,1,"0","0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",1,1,1,"0",0.471653298218736,0.423277828207247,0,0.531422448923315,0.610099536645452
"0",1,1,1,"1","0",1,1,1,"0","0",0,1,1,"0","0",0,0,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",1,1,1,"1",0.528157550858758,0.47398668030744,1,0.605417249475748,0.784682678774353
"0",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"0","1",1,1,1,"1","1",1,1,1,"1","0",1,1,1,"0","1",1,1,1,"0","1",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"0",0.411227683755833,0.369049811665137,1,0.406524274833913,0.391637743035898
"1",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"0","1",1,1,1,"1","1",1,1,1,"0","1",1,1,1,"1",0.505466200837871,0.453622685414994,1,0.402861453009819,0.882171367797504
"1",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"1","0",0,0,1,"1","1",1,1,1,"0","0",1,1,1,"0",0.491926640042034,0.441471819704555,1,0.331632417573159,0.893217926434955
"1",1,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",1,1,1,"0","0",1,1,1,"0","1",1,1,1,"0","1",1,1,1,"1",0.369997729914319,0.332048638589427,1,0.29418660860947,0.427953711977844
"0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"1","0",0,1,1,"0","1",1,1,1,"1",0.330781531338657,0.524835347815764,1,0.601577248676028,0.532188703639301
"0",1,1,1,"0","0",1,1,1,"0","0",0,1,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"0","0",1,1,1,"0",0.536596159275094,0.481559776598821,1,0.46274605650974,0.936225898964871
"1",1,1,1,"1","0",1,1,1,"1","0",0,1,1,"1","0",0,0,1,"1","1",1,1,1,"0","0",0,1,1,"0","1",1,1,1,"0","0",0,0,1,"0","0",1,1,1,"0","0",0,1,1,"1",0.420262900706464,0.377158324894427,1,0.214098866711712,0.76930706892876
"0",0,0,1,"1","0",0,1,1,"0","0",0,1,1,"0","0",0,1,1,"1","0",0,0,1,"1","1",1,1,1,"0","1",1,1,1,"0","1",1,1,1,"0","0",1,1,1,"0","0",0,1,1,"0",0.629048712901986,0.792510534895813,1,1.04904573437141,0.99452826440601
"0",0,1,1,"0","0",0,1,1,"1","1",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","0",0,0,1,"1","0",0,1,1,"1","0",0,0,1,"0","0",0,1,1,"0","0",1,1,1,"0",0.50353403080968,0.45188868983742,1,0.524769653818373,0.574424245780422
"0",1,1,1,"1","1",1,1,1,"1","0",1,1,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",0,0,1,"1","0",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"0","0",1,1,1,"0",0.459163203036787,0.412068788892387,0,0.355070639406043,0.460229512720616
"0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","0",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"0","0",0,0,1,"0",0.399216694284164,0.586251407565544,1,0.552253266700315,0.667847414609468
"0",0,0,1,"1","0",0,0,1,"0","0",0,1,1,"0","0",0,0,1,"0","0",1,1,1,"1","0",1,1,1,"0","1",1,1,1,"0","0",0,1,1,"1","0",0,0,1,"1","0",0,1,1,"1",0.601990110967517,0.540246549181129,1,0.600373517996575,0.840974742805869
"0",1,1,1,"0","1",1,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","0",1,1,1,"1","1",1,1,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"1","1",1,1,1,"1",0.373295181429937,0.335007884547042,0,0.35803054652644,0.556596148976703
"0",0,0,1,"0","0",0,1,1,"1","0",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"1","1",1,1,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",1,1,1,"1","0",0,0,1,"0",0.542787920749121,0.715097144806535,1,0.861739329333549,0.893633370350262
"0",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"1","1",1,1,1,"1","1",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","1",1,1,1,"1",0.395780884059158,0.355187324424926,1,0.42800336437999,0.453967171690249
"1",1,1,1,"0","0",0,0,1,"0","0",0,0,1,"0","0",0,0,1,"0","0",0,0,1,"0","0",0,0,1,"1","0",0,1,1,"1","0",1,1,1,"0","0",0,0,1,"1","0",0,0,1,"1",0.642018476867148,0.576169376072553,1,0.744106252719453,0.938550247370818
"0",1,1,1,"0","1",1,1,1,"0","0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"1","1",1,1,1,"1","0",0,1,1,"0","1",1,1,1,"0",0.401283327586978,0.360125405755185,1,0.267468773010814,0.283547043548098
"0",0,1,1,"1","1",1,1,1,"1","1",1,1,1,"0","0",0,0,1,"1","1",1,1,1,"1","1",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"0",0.386259185256184,0.346642225714947,1,0.336725125217096,0.183933382906357
"0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","1",1,1,1,"0","0",0,1,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"0",0.471715840798848,0.651314625398451,1,0.770743605272071,0.842147563757533
"0",0,1,1,"1","1",1,1,1,"1","1",1,1,1,"0","0",0,0,1,"1","0",1,1,1,"0","0",1,1,1,"0","1",1,1,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",0,1,1,"1",0.457692982668204,0.410749362765293,1,0.336912209652701,0.665466570307173
"0",0,1,1,"0","1",1,1,1,"1","0",0,1,1,"0","0",0,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","1",1,1,1,"0","1",1,1,1,"1","1",1,1,1,"1","1",1,1,1,"0",0.486170555811822,0.436306112518484,1,0.435801176027347,0.810169054542102
"0",1,1,1,"0","0",0,0,1,"1","0",0,1,1,"1","1",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"1","0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"0","1",1,1,1,"0",0.477456232011695,0.428485579795947,0,0.444674364240459,0.38060771955722
"0",1,1,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"0","0",0,1,1,"1","0",0,1,1,"0","0",1,1,1,"1",0.579374813195386,0.519950806182194,1,0.525418890059776,0.929111259220791
"0",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"0","1",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"0",0.370973533003021,0.332924357711299,0,0.440880648588729,0.791392900798192
"0",0,0,1,"0","0",1,1,1,"0","0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"1","0",1,1,1,"1","1",1,1,1,"1","0",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"0",0.519906009829682,0.466581464698134,0,0.469172848024871,0.436210496959961
"0",0,0,1,"1","0",0,0,1,"0","0",1,1,1,"1","0",0,1,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",0,0,1,"0","0",0,0,1,"0","0",1,1,1,"1","0",0,0,1,"0",0.556206266603358,0.727139228075676,1,0.587679006685945,0.903124032733998
"0",0,0,1,"1","0",1,1,1,"0","0",0,0,1,"0","0",0,1,1,"0","0",0,0,1,"0","0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"1","0",0,1,1,"0","1",1,1,1,"0",0.502475444716214,0.678919347748171,1,0.687455853160233,0.947256109668906
"0",0,0,1,"1","0",0,0,1,"1","0",1,1,1,"0","0",1,1,1,"1","0",1,1,1,"0","0",0,1,1,"1","1",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"0","1",1,1,1,"0",0.513309054815768,0.688641800600513,1,0.900278117142646,0.947688117446323
"1",1,1,1,"1","0",0,1,1,"1","1",1,1,1,"1","1",1,1,1,"0","0",0,0,1,"1","0",0,0,1,"0","1",1,1,1,"0","0",0,0,1,"0","0",0,0,1,"0","1",1,1,1,"1",0.331231998517531,0.297258943157492,0,0.385757887601863,0.816483026357283
"0",0,0,1,"1","0",0,1,1,"0","0",1,1,1,"0","0",1,1,1,"1","0",0,0,1,"1","0",0,0,1,"0","0",1,1,1,"1","0",0,0,1,"1","0",1,1,1,"1","0",0,1,1,"1",0.620612183945821,0.556958635446066,0,0.695718422156897,0.0712023147475823
"0",0,1,1,"1","1",1,1,1,"1","0",0,1,1,"0","0",0,0,1,"1","0",0,0,1,"1","1",1,1,1,"1","0",0,0,1,"1","0",0,1,1,"1","0",0,0,1,"0","0",0,1,1,"0",0.617188777928977,0.553886353603971,1,0.487153031534889,0.923488729013225
"1",1,1,1,"1","0",0,1,1,"1","0",0,0,1,"1","0",1,1,1,"1","1",1,1,1,"0","0",0,0,1,"0","0",1,1,1,"0","0",1,1,1,"0","1",1,1,1,"1","0",0,1,1,"0",0.424597961899533,0.381048757324089,0,0.409674775639092,0.365960888677289
"0",0,1,1,"0","0",0,0,1,"1","0",0,0,1,"0","0",0,0,1,"1","0",0,0,1,"0","1",1,1,1,"1","0",1,1,1,"0","0",0,0,1,"1","0",0,1,1,"0","0",0,0,1,"1",0.756387714347985,0.6788082479673,1,0.650317609740762,0.996678112246678
"0",1,1,1,"1","0",0,0,1,"0","0",0,1,1,"0","0",0,1,1,"0","0",0,1,1,"0","0",0,1,1,"0","0",1,1,1,"1","1",1,1,1,"0","0",1,1,1,"1","1",1,1,1,"0",0.580525912210168,0.520983841873597,1,0.506997616140299,0.930351506941624
