t,ipw,y,y0,y1,y2,y3,DisablingCondition,Employed,Gender_Female,Gender_Male,PriorLivingCategory_Homeless_Situations,PriorLivingCategory_Institutional_Situations,PriorLivingCategory_Temporary_and_Permanent_Housing_Situations,PriorNegExitCt,Race_BlackAfAmerican,Race_Hispanic,Race_Other,Race_White,SleepLoc_Other,SleepLoc_Outdoors,SleepLoc_Safe_Haven,SleepLoc_Shelters,SleepLoc_Transitional_Housing,VeteranStatus,score_0to3,score_4to7,score_8to11,score_12to17,TotalMonthlyIncome_unknown,TotalMonthlyIncome_0,TotalMonthlyIncome_<250,TotalMonthlyIncome_250to1000,TotalMonthlyIncome_>=1000,EnrollAge_<35,EnrollAge_35to50,EnrollAge_51to60,EnrollAge_>60,TimeOnStreet_unknown_1,TimeOnStreet_<1Yr,TimeOnStreet_1to2yr,TimeOnStreet_>2yr
0,1.213670228,1,0.544210141,0.559685008,0.685174521,0.749529183,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
3,18.41604251,1,0.464827867,0.807233407,0.933863974,0.918765068,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
0,1.048543761,1,0.678018983,0.894888153,0.759519291,0.935345411,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
0,1.199165162,1,0.575586491,0.670504379,0.688599136,0.757593393,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1
0,1.030614809,1,0.735400327,0.805709528,0.91126403,0.761784554,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
0,1.233462773,0,0.254137042,0.806398386,0.715572504,0.816885769,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1
2,49.56391684,1,0.406457381,0.384374966,0.911452359,0.783323467,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
0,1.239612258,0,0.224120646,0.622053157,0.476267951,0.754094183,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
0,1.139609862,1,0.687048866,0.728456363,0.92600262,0.92922771,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1
0,1.475623085,0,0.350996279,0.771715832,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1
0,1.049876263,1,0.505348783,0.844780145,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
0,1.327980886,0,0.550877069,0.830399063,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1
0,1.227602364,0,0.344432895,0.752245632,0.868741702,0.753639281,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1
0,1.192276173,1,0.440573258,0.441132058,0.78018881,0.665321231,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1
0,1.251023694,0,0.206588555,0.844763915,0.723805465,0.8352862,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
0,1.121548964,0,0.490857415,0.828879207,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
0,1.128865101,1,0.239785281,0.758087305,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1
0,1.260854767,1,0.579814734,0.82642958,0.945695009,0.857672751,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1
0,1.264114205,1,0.631902183,0.675403743,0.837617973,0.661024749,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1
0,1.239297959,1,0.620669088,0.74847348,0.871143243,0.927161098,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
1,2.668569158,1,0.623405929,0.911799848,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
0,1.044217774,1,0.631705639,0.882195556,0.854498712,0.947805524,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
3,14.75302748,1,0.389771678,0.769846662,0.960539059,0.89246285,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1
0,1.714179818,1,0.686987238,0.882503236,0.982446762,0.73195231,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
0,1.057209799,1,0.421105931,0.827354772,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
0,1.248420655,1,0.598353826,0.787342626,0.809451736,0.794644117,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,1.05430112,0,0.194225891,0.655384719,0.145824212,0.604917526,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1
0,1.213344131,0,0.300961847,0.938031943,0.746077944,0.779410541,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1
0,1.196330526,0,0.22681851,0.796908854,0.728134842,0.689150393,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1
0,1.051460405,0,0.303779887,0.92489288,0.935831408,0.955177307,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
0,1.846803078,1,0.701821374,0.886089484,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1
1,7.664620606,1,0.387310016,0.851317961,0.777290877,0.756559134,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1
0,1.16265414,1,0.580940746,0.803504367,0.838915143,0.811490655,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
1,1.331938436,1,0.786569957,0.94201305,0.948866469,0.945673585,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1
1,2.184715101,1,0.812541256,0.927609871,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
0,1.220892403,0,0.181115746,0.645597822,0.637911859,0.603669286,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
1,7.444098986,1,0.408482127,0.704914569,0.698293987,0.73566705,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
1,2.170186346,1,0.52488709,0.895057973,0.930423707,0.941518068,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
0,1.248450052,0,0.361221075,0.815327622,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1
0,1.241223158,1,0.587175098,0.876687271,0.818485973,0.901128232,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1
0,1.249414675,0,0.238776564,0.257213216,0.462180107,0.769589186,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
1,1.520078278,1,0.514927932,0.876173496,0.782347126,0.947251678,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1
1,9.872695681,0,0.42732931,0.808967047,0.592837844,0.899250865,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1
0,1.053614578,1,0.492282132,0.88728142,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
0,1.048495601,1,0.594805064,0.879744752,0.714208841,0.734155178,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
0,1.202734637,1,0.608263655,0.592001006,0.975224388,0.718024015,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1
0,1.068929118,0,0.383619336,0.859964079,0.96238742,0.96316117,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
0,1.188275548,0,0.347192956,0.696976208,0.833056563,0.674405098,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
0,1.245597538,0,0.213093203,0.744322043,0.609292305,0.808860004,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
0,1.342803942,0,0.543001943,0.814918661,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
1,2.89329889,1,0.531852545,0.92574994,0.53569051,0.901811838,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1
1,2.708993271,1,0.642776945,0.938830375,0.971104227,0.902433336,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1
0,1.137024697,1,0.188330399,0.786688726,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
0,1.059761932,1,0.905066134,0.898132444,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1
1,1.870777197,1,0.682255884,0.937909996,0.898043427,0.76058352,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0
0,1.160611668,1,0.526314538,0.43534119,0.390796515,0.733626127,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1
0,1.228127377,0,0.455737179,0.786545212,0.936809385,0.924981773,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1
0,1.20747661,0,0.25863301,0.86253557,0.665290502,0.780591369,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
0,1.065552451,0,0.328954338,0.773475031,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
0,1.665144041,1,0.76250518,0.915297563,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0
0,1.210019955,1,0.597385273,0.835171643,0.58511362,0.733944416,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1
2,38.47098474,1,0.407405427,0.143327636,0.533458378,0.792924404,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
0,1.190038483,1,0.591010361,0.687875721,0.952508529,0.807349443,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
0,1.291050541,1,0.642810069,0.718089214,0.697503516,0.633025646,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1
0,1.368542562,1,0.805733019,0.916710773,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
0,1.170138939,0,0.446103765,0.869222973,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1
0,1.219569052,1,0.611619064,0.850179465,0.947220692,0.658014953,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1
0,1.442505267,1,0.730242091,0.891600904,0.883756193,0.886360228,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1
0,1.175638205,1,0.572488746,0.682642815,0.475847062,0.853143871,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1
0,1.656278953,0,0.282197593,0.744530623,0.965857598,0.790825367,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1
0,1.196147666,0,0.250804134,0.514754121,0.640962326,0.863444448,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
0,1.150157163,0,0.506972033,0.875400037,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
1,3.214199629,0,0.631129113,0.841299123,0.99386253,0.966848969,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
0,1.233029632,1,0.714793719,0.780539678,0.90538427,0.93522352,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1
0,1.181990818,0,0.264819785,0.673639748,0.968893206,0.940626442,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1
0,1.170782268,1,0.537579717,0.809218334,0.944797135,0.904739916,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
1,2.220474767,1,0.612170694,0.945718716,0.68319144,0.859459043,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1.117425088,1,0.486130703,0.857412918,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
0,1.050647186,1,0.658791588,0.747073032,0.964428918,0.827091753,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
0,1.213359684,1,0.497583085,0.690041139,0.487777135,0.652520537,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
0,1.196624592,1,0.704083248,0.79649289,0.98175982,0.898986757,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1
0,1.171485819,1,0.6470136,0.712841972,0.866535127,0.801596284,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
0,1.412912419,1,0.734711773,0.935061766,0.904584391,0.91961658,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
0,1.048514011,1,0.318927874,0.745113099,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1
0,1.035960597,0,0.239227475,0.73032599,0.872953833,0.828893781,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1
0,1.053011122,1,0.632044382,0.863853211,0.965710425,0.780976892,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,1.1365163,0,0.392192622,0.841181298,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1
0,1.137547355,1,0.405298938,0.840165861,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1
0,1.139313617,1,0.65374004,0.858147862,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1
0,1.092001086,0,0.231065347,0.711675871,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
1,2.350940783,1,0.544622816,0.859381631,0.782324777,0.786106884,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1
0,1.19054034,0,0.352272407,0.774353521,0.737892933,0.818473697,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
1,10.62063126,1,0.531377385,0.884346929,0.954924146,0.885230601,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1
0,1.065552451,0,0.352911437,0.805852042,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
0,1.049841314,1,0.578560167,0.715242389,0.750976307,0.770671785,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
0,1.190357585,0,0.403313914,0.748780941,0.870464701,0.891653061,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
0,1.107966886,1,0.551706999,0.86295797,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1
0,1.124458989,1,0.595714847,0.788591225,0.868503914,0.855738342,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
0,1.051035865,1,0.5667757,0.616124962,0.553970597,0.71597749,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
0,1.151917482,1,0.580647733,0.629796627,0.516070265,0.875207305,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
0,1.036659573,1,0.617403817,0.685956634,0.943176605,0.819664717,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
0,1.678498922,1,0.669206485,0.760170031,0.648033798,0.755360246,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1
0,1.228274988,0,0.407515264,0.787543497,0.98619126,0.942487717,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1
0,1.057968464,0,0.397476198,0.906021714,0.858055225,0.905804873,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
0,1.41962805,0,0.488360089,0.898657659,0.783048291,0.829460204,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1
0,1.397717217,1,0.656049493,0.837049481,0.911804377,0.881729722,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1
0,1.075493914,0,0.339240733,0.769054568,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
0,1.155638,0,0.245600344,0.561845025,0.705093803,0.815115571,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1
0,1.34838869,1,0.663976448,0.777448055,0.996320997,0.869892299,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1
0,1.175377775,1,0.589503517,0.837242522,0.697021438,0.823274493,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1
0,1.146965737,1,0.87524074,0.928691223,0.644051208,0.895097852,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1
0,1.166544956,1,0.587897288,0.515912175,0.903734939,0.755154908,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1
0,1.073939631,1,0.564926922,0.745082598,0.917103573,0.893971384,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
0,1.107197069,1,0.458462128,0.846623046,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1
0,1.216150699,0,0.246142022,0.360324005,0.512813028,0.752565086,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
0,1.144499184,0,0.210527823,0.694348293,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
0,1.185026326,0,0.385424431,0.779956626,0.415441659,0.922651768,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,1.162592685,1,0.5932483,0.638221409,0.57218411,0.799229026,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1
0,1.105186787,1,0.525086837,0.836961649,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0
1,15.42378848,0,0.371701203,0.325385965,0.341718084,0.661355317,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
0,1.241660617,0,0.202217017,0.278096129,0.380489834,0.793426871,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
0,1.235078428,1,0.476127902,0.68171336,0.594241224,0.82587254,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1
0,1.08080255,0,0.232686973,0.718524311,0.843946793,0.854683578,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
0,1.048944737,1,0.612982475,0.691133264,0.915456296,0.956435084,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
0,1.045711491,1,0.708263945,0.884200542,0.882931757,0.870547533,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1
0,1.057868253,1,0.696648793,0.718085073,0.754661492,0.794762671,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
0,1.228399179,0,0.360878467,0.738929683,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1
0,1.161472402,1,0.653556918,0.357961939,0.923010684,0.812714875,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1
0,1.225126107,0,0.231890467,0.72085374,0.921976476,0.872766316,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1
0,1.079799682,0,0.527020798,0.893388248,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
0,1.285081591,1,0.621069876,0.885448545,0.928150828,0.938292682,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1
0,1.543286785,0,0.358452388,0.882289201,0.812419781,0.877130687,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1
